100	10	10	5	0	3000	1000	false	true	1891367 	 replication 0 	44	197,0999999999931	1612	20	16
100	10	10	5	0	3000	1000	false	true	1891367 	 replication 1 	50	166,09999999999485	1152	5	2
100	10	10	5	0	3000	1000	false	true	1891367 	 replication 2 	22	184,6999999999938	1071	7	4
100	10	10	5	0	3000	1000	false	true	1891367 	 replication 3 	66	144,2999999999961	911	5	2
100	10	10	5	0	3000	1000	false	true	1891367 	 replication 4 	68	175,19999999999433	1347	15	8
100	10	10	5	0	3000	1000	false	true	1891367 	 replication 5 	33	150,39999999999574	1088	9	3
100	10	10	5	0	3000	1000	false	true	1891367 	 replication 6 	11	139,29999999999637	962	9	2
100	10	10	5	0	3000	1000	false	true	1891367 	 replication 7 	99	139,29999999999637	982	9	5
100	10	10	5	0	3000	1000	false	true	1891367 	 replication 8 	88	175,9999999999943	1354	12	6
100	10	10	5	0	3000	1000	false	true	1891367 	 replication 9 	98	164,69999999999493	1155	12	7
100	10	10	5	0	3000	1000	false	true	1891367 	 replication 10 	75	171,59999999999454	1218	10	5



