100	10	10	5	0	3000	1000	true	true	221968 	 replication 0 	44	164,9999999999949	994	20	11
100	10	10	5	0	3000	1000	true	true	221968 	 replication 1 	50	134,59999999999664	738	11	1
100	10	10	5	0	3000	1000	true	true	221968 	 replication 2 	22	160,79999999999515	714	7	7
100	10	10	5	0	3000	1000	true	true	221968 	 replication 3 	66	111,59999999999793	551	5	1
100	10	10	5	0	3000	1000	true	true	221968 	 replication 4 	68	141,49999999999625	640	8	4
100	10	10	5	0	3000	1000	true	true	221968 	 replication 5 	33	131,5999999999968	675	9	4
100	10	10	5	0	3000	1000	true	true	221968 	 replication 6 	11	146,99999999999594	783	14	6
100	10	10	5	0	3000	1000	true	true	221968 	 replication 7 	99	174,59999999999437	1002	16	10
100	10	10	5	0	3000	1000	true	true	221968 	 replication 8 	88	132,49999999999676	506	6	1
100	10	10	5	0	3000	1000	true	true	221968 	 replication 9 	98	145,799999999996	796	12	3
100	10	10	5	0	3000	1000	true	true	221968 	 replication 10 	75	131,6999999999968	662	10	1
