100	5	5	5	0	3000	1000	true	false	546909 	 replication 0 	44	162,09999999999508	743	14	5
100	5	5	5	0	3000	1000	true	false	546909 	 replication 1 	50	179,89999999999407	838	20	12
100	5	5	5	0	3000	1000	true	false	546909 	 replication 2 	22	138,39999999999642	526	7	4
100	5	5	5	0	3000	1000	true	false	546909 	 replication 3 	66	220,39999999999176	1037	22	22
100	5	5	5	0	3000	1000	true	false	546909 	 replication 4 	68	134,29999999999666	500	8	2
100	5	5	5	0	3000	1000	true	false	546909 	 replication 5 	33	139,89999999999634	611	9	4
100	5	5	5	0	3000	1000	true	false	546909 	 replication 6 	11	163,09999999999502	758	14	5
100	5	5	5	0	3000	1000	true	false	546909 	 replication 7 	99	143,49999999999613	579	14	9
100	5	5	5	0	3000	1000	true	false	546909 	 replication 8 	88	135,79999999999657	518	8	3
100	5	5	5	0	3000	1000	true	false	546909 	 replication 9 	98	167,0999999999948	764	14	12
100	5	5	5	0	3000	1000	true	false	546909 	 replication 10 	75	140,29999999999632	591	10	1
